债券代码,债券简称,申购日期,申购代码,申购上限,正股代码,正股简称,正股价,转股价,转股价值,债现价,转股溢价率,原股东配售-股权登记日,原股东配售-每股配售额,发行规模,中签号发布日,中签率,上市时间
113631,皖天转债,2021-11-08,754689,100.0,603689,皖天然气,11.0,11.12,98.9208633093525,100.0,1.09090909090912,2021-11-05,2.767,9.3,2021-11-10,,
111001,山玻转债,2021-11-08,713006,100.0,605006,山东玻纤,14.15,13.91,101.725377426312,100.0,-1.69611307420493,2021-11-05,1.2,6.0,2021-11-10,,
123129,锦鸡转债,2021-11-04,370798,100.0,300798,锦鸡股份,9.3,9.53,97.5865687303253,100.0,2.47311827956989,2021-11-03,1.4362,6.0,2021-11-08,0.0041304969,
127049,希望转2,2021-11-02,070876,100.0,000876,新希望,16.2,14.45,112.110726643599,100.0,-10.8024691358028,2021-11-01,1.8374,81.5,2021-11-04,0.0230951278,
123128,首华转债,2021-11-01,370483,100.0,300483,首华燃气,19.46,25.02,77.7777777777778,100.0,28.5714285714285,2021-10-29,5.1371,13.794971,2021-11-03,0.0113842934,
123127,耐普转债,2021-10-29,370818,100.0,300818,耐普矿机,35.07,37.0,94.7837837837838,100.0,5.50327915597375,2021-10-28,5.787,4.0,2021-11-02,0.0032734062,
110082,宏发转债,2021-10-28,733885,100.0,600885,宏发股份,74.5,72.28,103.071389042612,100.0,-2.97986577181202,2021-10-27,2.685,20.0,2021-11-01,0.0084696,
113630,赛伍转债,2021-10-27,754212,100.0,603212,赛伍技术,31.2,32.9,94.8328267477204,100.0,5.44871794871791,2021-10-26,1.749,7.0,2021-10-29,0.00355375,
127048,中大转债,2021-10-26,072896,100.0,002896,中大力德,20.6,22.1,93.2126696832579,100.0,7.28155339805827,2021-10-25,2.5961,2.7,2021-10-28,0.0014588823,
127047,帝欧转债,2021-10-25,072798,100.0,002798,帝欧家居,14.01,13.53,103.547671840355,100.0,-3.42612419700236,2021-10-22,3.877,15.0,2021-10-27,0.0079135913,
127046,百润转债,2021-09-29,072568,100.0,002568,百润股份,68.37,66.89,102.2126,140.5,37.46,2021-09-28,1.5064,11.28,2021-10-08,0.0013496701,2021-11-03
113629,泉峰转债,2021-09-14,754982,100.0,603982,泉峰汽车,35.0,23.03,151.9757,164.98,8.56,2021-09-13,3.078,6.2,2021-09-16,0.00375771,2021-10-21
123126,瑞丰转债,2021-09-10,370243,100.0,300243,瑞丰高材,13.2,17.8,74.1573,111.15,49.88,2021-09-09,1.4634,3.4,2021-09-14,0.0012073386,2021-10-18
123125,元力转债,2021-09-06,370174,100.0,300174,元力股份,15.92,17.61,90.4032,118.08,30.61,2021-09-03,2.8824,9.0,2021-09-08,0.0050720323,2021-09-30
113628,晨丰转债,2021-08-23,754685,100.0,603685,晨丰科技,11.39,13.06,87.2129,111.86,28.26,2021-08-20,2.455,4.15,2021-08-25,0.00195979,2021-09-17
123124,晶瑞转2,2021-08-16,370655,100.0,300655,晶瑞电材,38.7,50.31,76.9231,122.79,59.63,2021-08-13,1.5353,5.23,2021-08-18,0.0028963875,2021-09-07
127045,牧原转债,2021-08-16,072714,100.0,002714,牧原股份,59.07,47.91,123.2937,140.13,13.66,2021-08-13,1.8145,95.5,2021-08-18,0.014138096,2021-09-10
127044,蒙娜转债,2021-08-16,072918,100.0,002918,蒙娜丽莎,19.56,27.07,72.2571,117.141,62.12,2021-08-13,2.8518,11.6893,2021-08-18,0.0018822523,2021-09-16
118002,天合转债,2021-08-13,718599,100.0,688599,天合光能,69.7,50.51,137.9925,152.99,10.87,2021-08-12,2.539,52.52,2021-08-17,0.01059947,2021-09-01
123123,江丰转债,2021-08-12,370666,100.0,300666,江丰电子,42.5,51.93,81.8409,119.0,45.4,2021-08-11,2.2865,5.165,2021-08-16,0.0033476722,2021-09-01
127043,川恒转债,2021-08-12,072895,100.0,002895,川恒股份,34.8,21.02,165.5566,175.0,5.7,2021-08-11,2.3749,11.6,2021-08-16,0.0046218017,2021-09-23
127042,嘉美转债,2021-08-09,072969,100.0,002969,嘉美包装,5.89,4.87,120.9446,125.7,3.93,2021-08-06,0.7809,7.5,2021-08-11,0.0070443845,2021-09-08
123122,富瀚转债,2021-08-06,370613,100.0,300613,富瀚微,155.33,177.04,87.7372,131.1,49.42,2021-08-05,4.8352,5.8119,2021-08-10,0.0021179642,2021-08-24
123121,帝尔转债,2021-08-05,370776,100.0,300776,帝尔激光,155.21,192.7,80.5449,125.629,55.97,2021-08-04,7.9394,8.4,2021-08-09,0.0012905978,2021-08-27
123120,隆华转债,2021-07-30,370263,100.0,300263,隆华科技,10.96,7.76,141.2371,168.15,19.06,2021-07-29,0.8835,7.989283,2021-08-03,0.0022189544,2021-08-23
110081,闻泰转债,2021-07-28,733745,100.0,600745,闻泰科技,117.0,96.67,121.0303,145.86,20.52,2021-07-27,6.907,86.0,2021-07-30,0.04402965,2021-08-20
118001,金博转债,2021-07-23,718598,100.0,688598,金博股份,362.8,271.62,133.569,161.38,20.82,2021-07-22,7.498,5.99901,2021-07-27,0.0017707,2021-08-18
123119,康泰转2,2021-07-15,370601,100.0,300601,康泰生物,109.43,145.33,75.2976,121.3,61.09,2021-07-14,2.9113,20.0,2021-07-19,0.0141817815,2021-08-05
113627,太平转债,2021-07-15,754877,100.0,603877,太平鸟,35.13,50.32,69.8132,118.94,70.37,2021-07-14,1.697,8.0,2021-07-19,0.00054163,2021-08-06
127041,弘亚转债,2021-07-12,072833,100.0,002833,弘亚数控,30.77,38.09,80.7824,120.588,49.28,2021-07-09,1.98,6.0,2021-07-14,0.0048246828,2021-08-10
127040,国泰转债,2021-07-07,072091,100.0,002091,江苏国泰,12.64,9.02,140.133,153.505,9.54,2021-07-06,2.9148,45.574186,2021-07-09,0.0175529317,2021-08-10
123118,惠城转债,2021-07-07,370779,100.0,300779,惠城环保,15.6,17.11,91.1748,112.5,23.39,2021-07-06,3.2,3.2,2021-07-09,0.0024427362,2021-07-26
113626,伯特转债,2021-06-29,754596,100.0,603596,伯特利,59.3,36.01,164.6765,179.61,9.07,2021-06-28,2.213,9.02,2021-07-01,0.00306762,2021-07-21
127039,北港转债,2021-06-29,070582,100.0,000582,北部湾港,7.55,8.35,90.4192,115.211,27.42,2021-06-28,1.8468,30.0,2021-07-01,0.0182929759,2021-07-23
123117,健帆转债,2021-06-23,370529,100.0,300529,健帆生物,52.01,90.57,57.4252,116.311,102.54,2021-06-22,1.2421,10.0,2021-06-25,0.0018136556,2021-07-12
113051,节能转债,2021-06-21,783016,100.0,601016,节能风电,7.11,4.05,175.5556,173.03,-1.44,2021-06-18,0.598,30.0,2021-06-23,0.01332842,2021-07-22
113050,南银转债,2021-06-15,783009,100.0,601009,南京银行,9.59,10.1,94.9505,118.3,24.59,2021-06-11,1.998,200.0,2021-06-17,0.02907534,2021-07-01
113625,江山转债,2021-06-11,754208,100.0,603208,江山欧派,52.34,96.33,54.3341,109.55,101.62,2021-06-10,5.549,5.83,2021-06-16,0.00101858,2021-07-01
113049,长汽转债,2021-06-10,783633,100.0,601633,长城汽车,63.02,38.0,165.8421,200.42,20.85,2021-06-09,0.573,35.0,2021-06-15,0.00528552,2021-07-08
127038,国微转债,2021-06-10,072049,100.0,002049,紫光国微,222.4,137.78,161.4168,189.02,17.1,2021-06-09,2.4719,15.0,2021-06-15,0.0089843401,2021-07-14
123116,万兴转债,2021-06-09,370624,100.0,300624,万兴科技,45.2,49.78,90.7995,124.8,37.45,2021-06-08,2.9146,3.7875,2021-06-11,0.0031002913,2021-07-01
123115,捷捷转债,2021-06-08,370623,100.0,300623,捷捷微电,32.11,29.0,110.7241,139.28,25.79,2021-06-07,1.6225,11.95,2021-06-10,0.0028256096,2021-06-29
127037,银轮转债,2021-06-07,072126,100.0,002126,银轮股份,12.0,10.77,111.4206,142.0,27.44,2021-06-04,0.8837,7.0,2021-06-09,0.0027731843,2021-07-09
127036,三花转债,2021-06-01,072050,100.0,002050,三花智控,24.1,21.55,111.8329,139.8,25.01,2021-05-31,0.8375,30.0,2021-06-03,0.009443869,2021-06-30
127035,濮耐转债,2021-05-26,072225,100.0,002225,濮耐股份,4.2,4.43,94.8081,118.3,24.78,2021-05-25,0.6199,6.263903,2021-05-28,0.0053471158,2021-06-18
123114,三角转债,2021-05-25,370775,100.0,300775,三角防务,52.02,31.82,163.4821,187.086,14.44,2021-05-24,1.8251,9.043727,2021-05-27,0.003312021,2021-06-11
111000,起帆转债,2021-05-24,713222,100.0,605222,起帆电缆,25.04,20.1,124.5771,140.48,12.77,2021-05-21,2.496,10.0,2021-05-26,0.00843359,2021-06-17
127034,绿茵转债,2021-04-30,072887,100.0,002887,绿茵生态,9.14,12.38,73.8288,102.844,39.3,2021-04-29,2.327,7.12,2021-05-07,0.0076133113,2021-05-28
113624,正川转债,2021-04-28,754976,100.0,603976,正川股份,34.4,46.69,73.6774,106.86,45.04,2021-04-27,2.678,4.05,2021-04-30,0.00391946,2021-06-01
113048,晶科转债,2021-04-23,783778,100.0,601778,晶科科技,8.93,5.46,163.5531,163.28,-0.17,2021-04-22,1.084,30.0,2021-04-27,0.02540444,2021-05-31
123113,仙乐转债,2021-04-19,370791,100.0,300791,仙乐健康,46.79,56.88,82.2609,116.1,41.14,2021-04-16,8.5407,10.248929,2021-04-21,0.0012972269,2021-05-14
127033,中装转2,2021-04-16,072822,100.0,002822,中装建设,5.11,6.28,81.3694,108.36,33.17,2021-04-15,1.6078,11.6,2021-04-20,0.0127924905,2021-05-24
110080,东湖转债,2021-04-12,733133,100.0,600133,东湖高新,5.21,6.05,86.1157,106.88,24.11,2021-04-09,1.948,15.5,2021-04-14,0.01334922,2021-05-12
127032,苏行转债,2021-04-12,072966,100.0,002966,苏州银行,6.81,8.1,84.0741,110.84,31.84,2021-04-09,1.4999,50.0,2021-04-14,0.0463395661,2021-05-12
113047,旗滨转债,2021-04-09,783636,100.0,601636,旗滨集团,15.58,12.8,121.7188,145.37,19.43,2021-04-08,0.564,15.0,2021-04-13,0.00706166,2021-05-07
123112,万讯转债,2021-04-08,370112,100.0,300112,万讯自控,11.65,8.93,130.4591,142.2,9.0,2021-04-07,0.8599,2.457212,2021-04-12,0.0024070169,2021-04-23
113623,凤21转债,2021-04-08,754225,100.0,603225,新凤鸣,14.17,16.47,86.0352,122.04,41.85,2021-04-07,1.789,25.0,2021-04-12,0.0054826,2021-05-07
123111,东财转3,2021-04-07,370059,100.0,300059,东方财富,32.57,23.35,139.4861,149.2,6.96,2021-04-06,1.8344,158.0,2021-04-09,0.0587697466,2021-04-23
123109,昌红转债,2021-04-01,370151,100.0,300151,昌红科技,34.8,28.06,124.02,134.288,8.28,2021-03-31,0.9263,4.6,2021-04-06,0.0045166298,2021-04-19
123110,九典转债,2021-04-01,370705,100.0,300705,九典制药,22.35,26.44,84.531,117.549,39.06,2021-03-31,1.1505,2.7,2021-04-06,0.0021121042,2021-04-23
123108,乐普转2,2021-03-30,370003,100.0,300003,乐普医疗,21.28,29.5,72.1356,116.86,62.0,2021-03-29,0.9139,16.38,2021-04-01,0.0172882477,2021-04-19
123107,温氏转债,2021-03-29,370498,100.0,300498,温氏股份,17.35,17.62,98.4677,121.0,22.88,2021-03-26,1.4587,92.97,2021-03-31,0.0170006161,2021-04-21
110079,杭银转债,2021-03-29,733926,100.0,600926,杭州银行,14.4,12.99,110.8545,126.12,13.77,2021-03-26,2.529,150.0,2021-03-31,0.06353692,2021-04-23
113622,杭叉转债,2021-03-25,754298,100.0,603298,杭叉集团,16.93,23.08,73.3536,115.55,57.52,2021-03-24,1.327,11.5,2021-03-29,0.00155683,2021-04-14
127031,洋丰转债,2021-03-25,070902,100.0,000902,新洋丰,18.1,19.94,90.7723,129.912,43.12,2021-03-24,0.7969,10.0,2021-03-29,0.0036186809,2021-04-23
123106,正丹转债,2021-03-24,370641,100.0,300641,正丹股份,6.32,7.5,84.2667,112.989,34.09,2021-03-23,0.6582,3.2,2021-03-26,0.0052517895,2021-04-20
128145,日丰转债,2021-03-22,072953,100.0,002953,日丰股份,17.67,13.66,129.3558,133.35,3.09,2021-03-19,2.1854,3.8,2021-03-24,0.0011090651,2021-04-16
127030,盛虹转债,2021-03-22,070301,100.0,000301,东方盛虹,23.25,14.1,164.8936,187.299,13.59,2021-03-19,1.0341,50.0,2021-03-24,0.01612593,2021-04-21
113046,金田转债,2021-03-22,783609,100.0,601609,金田铜业,8.04,10.75,74.7907,111.05,48.48,2021-03-19,1.029,15.0,2021-03-24,0.01333617,2021-04-12
